StudyHours,Attendance,PreviousScore,AssignmentScore,SleepHours,FinalScore
2.2,91.4,43.6,55.3,6.0,50.4
7.2,77.1,41.5,48.2,7.8,55.8
4.6,79.0,67.0,65.5,9.5,65.3
3.0,74.7,49.8,52.8,6.5,47.5
4.5,87.3,77.7,75.2,9.7,77.5
8.3,87.4,68.6,71.6,8.0,88.5
4.3,82.0,70.5,50.3,5.3,61.7
6.3,84.8,57.4,50.9,7.3,60.2
3.9,75.5,94.1,73.8,8.0,82.4
7.2,84.5,100.0,80.9,4.1,93.1
7.0,73.9,63.8,53.2,7.8,67.5
9.6,78.0,73.3,72.1,8.4,86.4
5.1,74.7,69.5,77.7,7.5,77.9
7.0,72.5,64.1,59.9,6.9,73.4
5.7,69.7,55.5,53.6,6.8,63.2
8.4,83.6,51.7,61.1,6.7,65.0
3.9,93.7,51.0,41.5,5.6,67.3
7.1,92.1,74.1,69.0,6.2,85.6
5.1,62.9,60.2,61.7,6.5,64.0
5.4,93.5,30.0,39.7,7.1,43.9
5.7,74.2,74.7,54.8,6.3,74.8
6.1,85.2,67.4,61.9,6.0,69.5
5.2,67.1,88.2,69.8,7.9,78.8
6.0,79.7,73.6,58.1,7.4,66.2
9.0,81.8,45.8,67.4,6.4,64.4
7.7,60.2,34.6,35.3,7.6,52.1
7.4,85.3,57.2,48.6,6.5,71.9
4.5,94.2,58.6,60.0,7.1,68.9
3.5,75.9,82.1,76.4,8.2,78.9
7.6,94.3,67.9,66.1,6.3,78.7
7.4,75.7,85.0,74.6,5.6,82.6
8.7,88.2,48.1,46.5,6.8,68.1
4.2,51.4,82.5,75.1,5.4,73.7
5.0,100.0,78.8,77.8,6.7,82.0
1.9,95.9,37.7,58.1,6.7,53.9
4.6,74.6,87.8,74.9,4.0,75.8
7.7,54.3,69.4,63.3,7.6,68.2
4.5,81.5,73.9,59.0,6.8,70.0
6.9,60.7,55.0,46.5,8.4,62.0
5.1,83.3,87.1,84.5,7.3,84.8
6.2,82.9,50.2,65.8,7.9,71.9
3.0,66.7,80.5,56.8,8.4,71.0
5.7,91.5,80.3,74.0,6.8,75.5
0.5,87.7,53.4,52.8,7.0,56.6
5.1,89.7,97.8,75.6,5.1,74.8
1.9,78.1,71.5,66.1,8.5,74.6
8.2,61.0,77.8,72.2,6.8,79.4
7.2,89.7,45.1,55.8,5.8,62.2
6.5,74.8,99.8,76.0,7.9,91.4
8.8,61.3,49.6,51.7,4.4,63.0
3.4,94.2,83.4,71.5,6.5,77.1
9.3,100.0,53.1,62.5,8.1,77.8
7.6,77.5,58.7,67.8,6.5,77.8
5.0,100.0,79.8,57.3,6.1,79.3
8.0,79.1,83.4,77.0,6.5,83.1
3.1,73.4,48.9,37.9,4.6,48.6
3.7,70.4,84.4,78.8,7.9,79.2
4.2,97.6,83.7,70.3,6.9,77.6
4.3,68.6,53.9,42.1,6.7,56.6
3.2,86.8,92.0,82.9,6.7,81.6
8.2,71.3,46.1,51.1,7.0,61.5
4.9,72.5,58.6,47.4,7.8,58.9
6.3,90.4,75.2,58.9,6.9,66.3
4.2,73.4,55.2,52.2,5.4,53.2
1.5,73.1,72.0,53.2,7.7,62.3
6.1,91.6,71.6,58.8,7.6,75.7
1.3,97.2,65.2,66.1,7.2,57.1
5.3,85.7,80.5,63.0,8.3,83.0
2.5,70.1,64.6,61.5,7.0,57.6
9.9,71.9,71.5,74.2,8.3,80.8
7.5,79.0,85.2,70.4,8.7,97.4
5.7,81.9,79.9,70.5,7.7,75.1
8.3,66.1,79.8,81.6,6.1,88.6
3.6,86.7,50.8,45.1,6.8,50.7
6.7,79.0,75.9,76.0,8.5,82.8
5.9,57.4,54.8,58.1,5.2,53.8
6.1,66.9,48.8,55.4,6.5,52.4
8.3,72.0,66.9,70.1,6.6,79.6
7.1,77.1,54.4,56.4,6.0,66.9
6.1,100.0,79.9,69.3,8.0,89.7
1.9,80.9,80.2,78.1,7.5,71.5
3.4,67.9,39.5,52.8,6.1,55.7
5.2,80.6,55.6,64.6,7.7,66.4
5.7,73.8,46.1,49.2,6.8,58.4
3.0,81.9,61.1,53.4,5.9,51.6
10.8,85.0,74.8,68.9,6.1,86.5
8.8,92.5,64.4,71.1,7.5,84.9
6.8,77.7,59.2,65.2,8.1,70.7
5.7,97.7,87.5,74.1,6.4,87.1
5.0,88.9,33.4,48.1,7.7,47.9
3.4,69.5,86.6,59.5,8.9,73.6
5.7,100.0,59.8,70.8,5.5,72.3
6.1,81.9,66.8,55.9,7.4,65.4
2.8,68.0,60.1,61.3,8.0,60.9
6.2,97.8,91.1,70.4,6.9,81.3
5.2,100.0,49.5,65.5,8.5,68.0
1.3,77.6,68.2,64.5,9.6,70.3
3.6,72.0,75.9,58.5,7.4,70.3
4.6,75.9,43.8,53.6,6.7,56.3
9.7,86.6,54.2,51.7,8.2,70.6
6.7,93.3,65.8,70.5,8.0,86.2
2.6,84.8,54.7,54.1,4.0,58.7
6.6,79.2,55.8,41.7,7.0,58.4
2.1,96.0,62.8,55.7,6.5,58.1
7.9,74.2,77.7,62.8,7.5,86.5
4.5,90.4,62.9,73.1,6.8,78.1
5.3,74.5,84.2,77.1,6.9,74.6
8.4,83.2,53.0,67.9,6.0,67.4
2.7,76.6,49.2,64.4,7.9,54.3
2.4,77.3,96.9,73.3,9.0,70.8
4.2,73.5,58.1,53.8,6.0,58.0
7.8,94.1,48.3,51.8,5.3,70.9
2.2,69.2,41.9,40.0,7.0,35.2
0.5,69.1,84.1,53.8,7.0,61.5
4.5,100.0,62.9,64.5,8.4,68.8
6.7,89.7,64.2,52.5,5.5,77.2
8.1,49.4,65.6,53.2,6.4,64.6
4.5,71.2,83.2,85.5,4.4,83.5
4.6,56.3,65.3,50.9,8.6,58.2
8.0,66.6,100.0,78.2,7.3,97.4
1.4,40.3,70.0,60.8,6.4,53.0
4.6,76.4,83.9,72.5,5.4,75.4
5.9,64.3,80.1,67.5,5.5,70.5
6.5,78.7,67.5,58.9,7.5,73.7
4.4,58.5,59.2,50.3,5.7,52.8
5.6,79.0,73.0,57.2,7.1,68.7
0.5,73.0,75.7,71.7,9.5,71.3
4.1,96.0,59.4,47.7,6.6,64.4
6.5,94.9,70.5,75.3,5.8,82.2
3.3,87.4,86.5,63.2,7.5,74.1
5.6,74.1,99.0,85.7,5.5,88.0
6.5,100.0,80.8,71.6,9.1,86.6
4.7,59.4,95.9,62.7,8.7,81.0
5.9,61.2,58.6,57.2,6.8,64.7
3.4,77.0,78.5,74.9,5.9,71.4
5.0,100.0,88.1,75.0,6.5,82.0
6.8,75.6,54.6,59.7,6.6,69.0
5.8,75.8,60.7,39.1,7.5,61.8
4.2,60.7,94.1,61.4,8.2,70.3
6.0,89.4,53.4,67.1,5.8,57.1
7.1,89.4,47.9,51.9,8.2,66.8
1.0,87.5,90.9,62.0,7.7,68.2
8.0,70.4,86.0,64.3,6.4,85.6
4.8,69.5,74.5,56.0,5.7,63.3
6.4,62.5,67.3,56.3,7.1,68.2
8.1,79.0,61.4,55.6,5.7,69.2
2.5,65.0,72.2,62.4,8.2,70.8
3.9,63.9,91.7,70.9,5.7,79.6
4.9,72.9,71.6,73.5,7.7,78.8
3.8,72.1,100.0,81.4,6.9,84.7
9.3,71.5,54.5,56.5,6.3,73.8
3.6,83.6,67.7,72.5,6.9,69.0
4.3,78.9,62.4,55.9,8.3,70.8
5.9,74.5,51.7,42.0,5.6,55.8
2.9,80.2,65.7,70.8,6.5,58.0
4.6,66.1,74.3,63.5,6.1,58.8
6.2,79.3,75.9,67.7,7.0,84.8
4.8,79.8,100.0,74.9,6.2,88.5
5.3,60.0,75.0,56.3,4.9,68.2
4.3,89.9,85.3,81.2,5.7,87.8
2.2,67.4,69.0,67.7,9.0,55.8
6.2,79.1,93.2,82.3,7.3,87.9
9.4,92.0,100.0,89.3,7.3,100.0
5.5,89.1,76.0,73.6,6.7,82.0
6.0,78.4,53.1,54.9,6.9,59.3
7.0,73.7,59.8,54.9,6.5,61.5
2.7,89.4,72.2,76.7,7.6,65.9
9.2,86.1,74.8,64.7,7.1,90.5
5.9,70.6,78.5,68.8,5.6,71.6
9.1,68.5,74.9,56.9,7.3,77.4
3.9,53.1,68.1,50.5,4.0,57.9
9.5,79.8,58.5,55.2,7.5,71.9
7.2,77.0,74.0,58.5,5.3,66.9
6.7,91.6,95.8,87.0,6.9,88.3
6.0,82.3,83.3,60.6,5.6,77.5
5.0,94.0,76.0,71.1,7.0,80.3
8.1,69.6,83.4,69.3,7.7,84.1
5.8,91.7,62.4,47.8,8.8,71.1
1.2,71.7,60.4,52.6,5.2,42.5
3.0,87.3,56.8,60.1,8.2,53.8
5.1,60.5,66.1,59.9,7.2,74.4
6.2,80.8,61.7,57.5,6.5,73.3
5.4,54.2,86.1,71.3,7.9,80.4
8.2,74.8,60.9,56.3,6.7,68.3
1.2,83.3,56.0,56.7,7.9,52.7
5.8,71.7,97.1,78.3,5.8,86.4
1.5,65.4,61.2,62.4,6.2,59.1
7.2,88.2,70.3,60.3,8.1,80.1
5.3,76.8,74.8,61.4,8.8,76.6
6.4,72.1,50.9,45.7,7.0,58.2
3.6,78.5,86.5,69.5,4.0,76.5
8.3,100.0,77.6,84.1,6.8,93.0
7.8,91.8,91.4,82.8,7.0,95.4
6.8,92.0,57.8,50.7,6.7,64.9
5.2,83.2,69.5,59.2,7.4,70.2
6.8,80.0,68.6,65.7,6.4,69.6
3.9,49.2,72.0,49.6,8.0,59.8
7.4,69.9,46.2,42.1,5.6,56.9
9.1,72.2,69.7,72.1,8.5,72.3
7.9,55.5,46.6,39.6,8.9,56.8
3.9,64.1,73.4,69.0,5.9,61.1
6.3,54.2,36.1,48.4,5.9,49.8
2.7,77.5,40.2,40.6,7.5,47.3
6.8,87.8,80.3,64.0,5.6,78.5
6.5,91.3,59.8,58.5,6.4,72.4
1.4,83.0,53.2,46.3,8.3,53.3
2.9,66.4,87.1,70.5,7.9,72.1
4.9,54.8,72.9,57.1,9.4,74.3
4.8,56.9,81.1,66.7,7.2,68.4
2.8,62.8,65.5,67.9,6.3,66.2
6.4,67.3,100.0,83.4,7.1,90.0
6.1,76.1,58.9,60.3,6.8,62.4
5.1,65.8,94.2,57.5,6.8,76.2
3.8,82.1,67.1,66.0,7.0,62.1
7.8,75.2,43.2,61.3,5.9,65.8
9.1,78.1,75.2,41.8,7.3,70.9
4.4,91.7,72.7,73.4,5.3,79.6
4.2,63.8,52.2,48.4,6.1,47.7
6.6,83.0,54.2,48.8,6.9,67.6
4.7,77.8,67.6,68.0,4.3,66.6
5.2,74.0,73.2,77.4,7.9,76.9
7.1,88.6,30.9,50.3,4.5,50.4
1.3,88.5,83.8,70.2,7.8,73.2
8.4,66.6,60.6,47.4,5.4,67.1
5.7,75.8,48.0,51.5,6.5,50.8
4.6,81.4,82.1,77.5,7.6,75.3
5.3,74.7,67.6,57.8,9.6,67.8
5.4,85.0,86.2,71.3,7.1,78.9
1.7,81.4,74.6,89.0,4.6,74.0
8.8,100.0,68.0,76.0,8.1,87.7
5.6,59.6,65.7,65.2,6.7,62.5
6.5,76.5,75.2,53.8,7.1,71.6
7.6,67.1,61.8,50.1,7.7,65.8
3.3,85.2,55.2,57.3,4.3,54.4
6.5,58.6,77.1,54.0,7.0,66.3
4.9,82.2,65.8,74.5,6.5,67.2
7.4,70.4,68.5,71.6,8.5,81.0
0.8,69.2,84.3,64.4,7.9,66.2
5.3,60.6,66.3,70.9,5.0,64.8
4.2,72.4,68.2,60.6,8.5,66.8
6.5,91.0,59.0,80.9,7.5,75.9
6.5,77.7,74.5,66.6,5.1,74.0
3.9,85.5,73.2,71.2,7.1,74.6
3.9,98.0,81.5,85.5,8.2,85.4
5.3,81.2,59.3,68.1,5.5,58.9
3.5,71.3,61.1,60.5,8.7,60.9
7.4,83.6,79.9,68.7,5.2,74.9
4.7,71.5,71.8,66.5,6.1,71.6
0.5,71.9,54.4,46.4,5.9,47.7
4.7,59.8,87.6,69.3,8.7,74.5
3.2,89.1,42.5,41.8,6.4,47.9
1.9,73.4,79.8,53.0,5.6,52.3
2.8,80.2,49.0,52.4,7.5,56.8
5.7,65.6,96.3,84.5,7.8,91.3
8.4,83.2,44.8,57.8,7.8,72.4
6.2,68.9,85.3,68.5,6.7,86.4
4.2,76.3,66.8,74.8,7.3,63.7
6.5,88.5,62.5,56.9,6.2,74.0
4.5,87.5,70.8,50.5,9.0,76.5
4.0,77.7,77.5,49.6,8.4,62.2
3.0,56.8,54.4,39.7,8.3,47.7
1.6,100.0,55.8,67.2,8.0,59.1
4.6,99.0,77.7,67.4,7.6,82.4
5.8,86.7,42.4,53.7,5.5,45.9
5.3,69.0,59.2,68.0,7.8,74.0
4.6,76.6,100.0,70.3,7.1,84.4
3.4,71.5,53.5,56.1,8.5,60.5
6.8,93.2,85.2,79.5,8.0,89.8
2.6,81.2,59.2,51.0,7.7,59.1
7.2,68.6,75.6,74.6,5.0,66.9
3.3,72.4,77.8,63.6,6.9,66.5
3.8,91.5,84.9,71.5,6.3,81.9
2.3,97.2,65.0,81.9,7.3,70.7
4.4,96.3,97.8,87.0,6.5,83.5
7.6,87.1,59.2,66.7,6.7,74.2
6.6,75.0,71.5,73.9,7.6,73.9
7.7,40.0,71.7,49.2,6.5,62.2
6.6,81.6,51.2,63.6,7.1,59.2
3.1,78.0,63.7,55.5,5.2,61.1
4.8,79.7,70.4,59.3,6.0,73.0
3.8,78.6,61.5,56.3,7.8,71.5
8.4,62.1,100.0,70.5,5.5,83.8
2.9,84.7,55.4,63.2,8.5,63.8
7.5,85.6,85.7,75.7,8.2,93.6
7.5,86.2,80.8,67.1,6.7,81.4
9.5,89.4,67.8,70.0,10.0,83.5
4.6,85.2,55.0,54.3,8.5,57.6
7.1,73.1,56.5,51.7,5.9,61.7
10.5,77.1,60.2,57.8,7.9,79.9
4.1,79.1,41.2,51.1,7.1,57.3
2.1,79.3,52.9,57.0,6.1,57.0
1.4,90.0,45.8,49.8,5.7,39.5
7.1,85.7,88.2,81.7,8.2,88.0
1.4,100.0,77.3,70.7,6.3,75.6
4.7,100.0,79.8,68.7,6.9,76.3
6.5,79.0,76.8,55.2,5.9,74.0
5.9,40.0,70.5,61.6,6.1,56.0
6.4,92.8,89.9,77.7,6.8,94.8
6.0,71.5,58.8,56.9,7.5,56.2
8.3,68.4,69.6,68.7,4.0,67.5
3.4,73.2,79.2,63.0,7.0,74.0
4.0,72.6,48.2,38.7,6.1,57.5
3.8,85.3,100.0,81.9,8.7,87.8
7.3,59.3,68.4,59.9,10.0,73.4
7.5,65.1,70.1,57.7,6.6,76.3
6.5,82.1,86.9,85.1,4.9,87.5
8.1,85.5,81.7,51.4,7.1,80.6
2.9,85.7,68.6,73.1,6.8,65.5
9.2,68.6,70.0,67.0,9.4,75.3
8.9,66.3,45.4,50.2,9.0,65.8
7.1,71.9,59.7,30.0,8.0,61.6
9.4,80.9,75.8,77.2,6.3,85.6
1.9,95.8,74.7,61.8,7.8,63.7
4.3,53.4,86.3,61.8,7.3,67.0
3.9,75.4,66.2,58.9,7.3,66.8
7.1,62.0,47.2,49.7,5.1,60.0
3.2,58.2,83.9,70.8,8.3,69.8
7.2,89.6,89.5,83.8,7.1,90.7
8.5,84.5,81.5,77.5,6.9,85.6
7.0,83.4,65.5,63.9,6.3,77.8
6.1,89.1,83.7,76.6,6.0,84.1
3.3,72.2,100.0,69.3,7.4,82.4
3.6,72.8,69.7,55.5,4.9,62.8
8.2,100.0,48.3,63.7,7.9,71.9
7.2,75.0,59.2,63.0,5.7,63.3
5.4,86.8,77.4,75.1,4.5,72.3
4.6,78.1,43.9,44.6,9.2,59.1
1.0,55.8,70.5,65.0,6.0,51.6
3.1,53.5,73.7,49.6,6.1,55.8
9.7,71.1,91.0,81.4,8.4,91.8
2.7,90.7,87.7,73.8,9.2,74.4
5.9,87.5,81.0,84.9,5.2,79.7
7.7,89.0,35.6,34.7,5.9,62.1
2.7,66.2,81.8,80.6,5.9,73.5
5.9,97.4,78.6,69.7,8.1,80.7
7.6,66.4,71.8,58.1,9.0,80.9
5.5,80.6,42.0,49.8,5.7,53.0
11.8,77.9,56.3,49.9,8.7,85.6
1.8,75.9,50.5,51.2,6.1,58.0
7.8,94.1,37.8,43.4,7.4,65.1
5.1,69.5,68.0,54.2,5.5,64.3
7.2,61.8,56.0,55.1,6.9,66.8
6.5,78.2,100.0,72.3,6.9,90.6
3.9,73.2,65.5,53.2,6.6,52.9
6.0,100.0,87.4,67.1,7.5,83.9
1.4,86.1,44.5,47.0,5.8,40.5
6.8,73.1,60.0,66.8,5.9,65.7
6.2,65.3,69.5,52.8,7.5,76.3
6.9,55.4,54.4,42.9,8.6,64.5
7.8,65.7,61.7,56.9,7.0,71.2
6.3,79.4,64.7,57.5,7.6,73.9
5.8,95.1,64.5,82.1,7.9,70.0
3.6,91.5,95.8,79.3,8.0,89.7
3.9,80.7,73.7,68.4,5.9,73.9
8.1,74.1,75.2,72.4,6.1,71.1
8.7,81.2,76.1,74.6,6.2,88.7
5.0,71.8,77.2,67.3,9.3,69.1
5.6,98.6,66.8,65.1,7.6,66.4
3.5,75.7,63.2,74.9,7.6,71.9
8.1,77.0,70.5,62.2,7.4,73.7
7.0,51.4,85.4,61.3,5.4,72.0
9.8,75.7,84.9,65.5,9.3,96.5
3.6,88.0,64.4,48.6,7.6,61.2
4.7,65.2,79.5,71.6,7.9,73.4
6.0,69.0,65.1,39.3,4.9,59.5
6.9,87.5,68.5,64.5,7.9,78.9
5.0,60.3,60.9,51.9,6.6,57.8
3.6,90.7,65.3,81.5,5.4,70.1
7.4,71.6,88.1,56.7,5.9,78.7
7.1,73.3,69.4,54.3,5.5,72.1
3.5,64.5,70.0,58.5,5.5,62.1
8.5,82.5,46.3,49.5,7.1,73.8
8.1,100.0,63.4,60.5,6.5,76.4
5.8,87.4,64.4,61.6,7.4,70.4
5.7,67.6,55.6,42.4,9.0,60.7
6.7,91.6,68.3,68.3,6.8,81.7
3.6,74.2,61.6,38.9,4.3,47.9
5.6,94.5,69.2,66.5,6.7,75.5
0.8,87.7,69.8,60.5,8.4,50.4
7.4,42.7,53.7,53.3,6.9,57.6
2.1,66.0,62.0,69.6,8.8,64.4
8.8,89.3,69.2,62.7,7.5,78.9
4.8,79.8,85.8,83.3,4.8,81.0
5.0,65.7,71.9,58.4,7.1,65.0
4.1,70.4,58.1,46.8,7.4,52.9
4.9,55.1,74.0,73.4,8.3,75.3
8.6,76.9,93.6,79.9,9.2,92.1
0.5,100.0,81.8,75.0,8.1,73.7
8.3,87.7,76.2,74.3,7.5,88.2
6.2,100.0,78.9,75.6,7.8,81.9
2.8,88.6,89.6,75.9,6.8,79.5
3.1,90.3,84.1,63.2,5.2,68.3
9.2,100.0,76.5,69.9,7.0,92.5
3.4,82.5,84.0,76.8,7.4,71.3
3.0,75.8,51.8,51.5,5.6,49.8
8.0,90.4,45.5,59.8,8.6,68.1
6.2,95.4,70.4,70.6,8.2,84.9
3.4,72.2,69.0,54.0,5.4,60.9
6.0,69.3,59.8,44.7,8.6,67.2
3.2,79.7,80.4,67.9,6.6,73.9
7.9,88.0,40.1,44.9,6.1,62.2
7.8,87.6,60.0,62.6,8.3,74.1
6.7,60.9,60.7,47.9,6.9,67.2
6.3,100.0,43.5,49.0,9.3,62.2
9.4,70.3,90.4,80.7,6.0,85.3
5.5,74.8,47.6,51.1,4.9,53.8
2.9,67.2,59.2,48.7,6.7,55.3
6.5,100.0,81.6,75.0,7.9,80.5
10.1,80.9,77.7,79.0,5.9,86.4
3.3,67.8,51.4,52.6,5.4,44.8
4.7,88.4,78.2,74.9,7.3,82.0
6.4,87.2,72.3,60.5,5.2,81.6
5.4,75.7,100.0,87.1,7.4,90.4
3.3,88.1,74.1,86.3,6.6,77.3
8.0,68.1,65.9,51.9,7.6,73.9
10.6,72.1,55.2,43.9,5.3,76.7
5.9,53.9,56.8,51.1,8.6,56.8
3.5,62.1,55.6,58.1,6.8,53.5
2.1,99.7,88.6,77.9,7.9,78.8
6.1,97.7,68.3,58.6,8.2,76.4
7.9,78.8,76.5,65.9,5.6,91.4
6.5,98.0,90.7,84.2,8.1,94.3
5.5,76.1,32.6,38.7,5.3,41.3
4.2,75.1,87.2,76.6,5.4,72.2
3.1,78.7,68.8,71.8,9.4,74.8
7.3,76.5,74.5,67.0,8.3,76.2
7.5,75.4,55.6,54.2,9.5,72.3
2.1,91.7,56.7,65.7,6.6,56.0
9.0,79.8,75.3,59.5,7.1,76.8
6.8,86.5,100.0,74.0,7.6,96.8
8.6,90.4,83.0,71.1,7.0,87.2
2.5,82.7,87.0,69.6,6.1,75.2
2.5,66.4,65.1,51.0,5.9,56.9
5.2,61.8,59.0,67.5,7.3,65.8
6.6,79.8,56.3,73.3,5.7,68.0
9.5,75.9,60.7,54.5,5.7,76.4
7.1,79.0,37.2,45.9,7.5,51.9
5.0,77.8,57.1,54.4,6.9,50.4
3.2,100.0,59.6,71.6,8.1,71.1
8.2,62.0,65.4,66.9,6.5,74.1
3.4,54.1,70.0,42.8,6.3,52.5
9.1,82.0,73.4,69.7,7.5,78.6
4.9,73.5,67.8,50.2,6.0,54.4
9.0,81.8,59.3,72.1,6.2,77.7
7.0,85.0,38.5,50.9,6.3,65.1
5.2,93.4,59.4,54.4,6.7,65.4
4.4,59.9,53.4,47.4,9.1,53.4
4.8,71.3,75.0,61.8,5.3,68.4
6.4,83.1,81.6,74.9,8.6,94.6
5.7,87.2,82.1,80.3,7.9,88.0
4.2,100.0,79.4,64.5,8.9,74.9
5.1,89.5,66.0,78.4,10.0,77.6
5.7,77.3,60.2,70.3,8.7,71.9
0.8,67.3,56.8,46.1,8.1,42.7
6.5,71.2,45.4,48.4,5.4,58.8
3.3,70.9,82.9,82.0,5.6,70.0
3.0,85.9,65.4,72.3,7.4,60.0
1.8,81.1,49.3,49.7,5.0,47.3
1.6,62.1,55.6,57.6,7.7,50.0
2.5,72.8,55.0,77.4,4.4,56.2
3.9,88.5,68.6,65.7,8.4,67.2
9.8,82.2,84.0,66.7,6.6,87.7
4.3,84.8,62.8,62.1,7.2,71.1
5.9,82.6,34.2,46.4,6.1,53.0
6.4,97.5,65.2,61.0,4.7,68.1
5.8,80.8,65.7,64.9,8.5,63.7
5.3,73.4,64.6,48.8,8.6,61.2
2.9,67.0,58.6,48.7,6.6,53.6
8.7,81.0,71.3,70.5,7.8,80.6
9.5,48.7,69.0,41.1,6.5,66.1
1.8,75.8,67.6,68.4,7.3,59.0
3.2,75.5,74.2,48.6,7.9,63.8
4.9,61.6,61.6,40.4,7.7,61.0
3.4,66.9,60.7,51.1,8.6,57.7
6.6,87.7,88.7,78.0,7.6,89.7
3.9,80.8,76.4,77.8,7.0,73.4
10.3,79.2,80.4,69.5,6.1,87.4
8.1,81.7,86.4,71.0,6.4,92.0
6.0,79.1,75.9,71.2,8.0,82.0
7.8,92.9,81.9,66.3,5.2,94.2
7.9,79.5,44.3,50.4,8.3,66.4
4.3,60.5,71.1,49.6,6.7,59.3
3.7,97.6,65.3,66.0,6.0,63.9
5.7,82.4,93.2,75.8,5.7,90.0
7.4,70.9,81.9,61.3,7.8,77.2
5.8,63.0,58.5,54.2,7.0,65.0
2.0,82.8,73.6,67.4,8.9,64.4
3.7,76.6,70.5,72.3,5.5,68.9
5.3,96.9,74.8,57.5,6.3,70.0
5.3,73.8,52.7,51.8,6.9,62.2
9.8,68.0,73.4,56.3,6.1,73.9
2.5,88.7,64.6,69.7,7.0,65.9
6.6,89.1,72.2,73.0,7.4,79.4
8.8,80.0,57.1,60.5,7.6,74.5
10.5,86.1,59.2,53.5,8.8,78.3
4.6,77.5,85.6,78.5,5.4,76.7
6.6,80.8,52.2,41.7,7.4,61.9
6.8,92.0,53.3,43.4,6.2,59.2
5.9,85.5,67.2,53.1,7.5,65.9
5.3,76.0,56.4,54.8,7.5,60.6
6.5,94.2,54.7,64.0,5.8,67.0
0.5,49.6,69.6,31.9,5.9,39.0
7.0,100.0,45.4,65.6,7.6,73.2
5.8,57.5,52.9,49.5,7.0,54.8
5.0,70.5,98.8,64.4,6.7,81.3
10.0,77.5,74.9,66.4,7.8,80.9
4.0,76.2,56.8,64.0,7.9,71.1
4.6,90.1,74.3,73.2,6.4,86.3
9.9,65.3,76.5,72.2,6.0,81.1
3.7,81.1,82.9,59.9,5.5,76.6
4.3,71.1,66.1,55.8,7.0,62.7
5.2,81.5,82.6,63.4,5.3,82.8
7.3,77.2,37.4,58.6,7.1,60.6
6.0,79.1,52.2,58.6,8.5,65.1
2.7,71.4,70.5,84.4,6.6,56.6
4.3,71.9,72.9,59.3,6.4,62.8
4.2,81.4,54.3,49.4,9.4,60.1
5.3,89.3,71.9,65.7,8.8,77.3
6.4,70.8,58.6,66.0,6.1,61.1
6.4,67.6,63.8,54.1,7.2,63.2
1.6,85.4,83.4,73.2,7.4,74.5
7.8,77.6,81.6,70.1,7.2,78.5
6.1,88.0,53.0,56.5,9.2,67.8
8.5,67.1,52.1,45.2,7.1,69.5
6.5,56.6,61.8,52.0,7.3,64.9
7.9,71.6,67.6,58.6,7.8,76.3
6.5,68.8,58.1,54.1,8.4,56.4
8.5,77.1,83.6,77.8,8.1,86.5
6.6,70.4,73.2,76.9,7.6,87.4
5.3,86.9,74.1,60.8,5.1,69.3
10.5,74.5,49.0,47.4,6.4,74.7
7.5,79.8,85.5,65.4,8.0,83.1
6.8,79.9,30.0,43.0,7.3,49.9
2.7,80.3,80.5,65.0,8.0,73.3
2.7,77.7,82.0,71.4,9.3,74.5
6.1,84.1,61.5,68.7,5.6,71.7
5.8,68.5,87.1,49.8,8.4,72.8
4.1,94.8,67.1,69.5,6.6,65.7
5.8,75.2,68.9,58.0,8.1,66.8
9.0,62.3,73.1,64.5,7.0,76.7
7.0,80.3,100.0,72.9,9.6,94.1
3.0,67.8,88.2,80.0,7.2,80.6
5.3,86.0,78.5,77.0,6.2,79.5
3.7,100.0,54.3,64.4,7.5,66.5
4.6,68.6,70.2,67.1,7.4,69.2
4.6,82.0,55.8,50.2,8.4,56.1
4.4,56.9,80.3,58.4,7.5,68.5
2.7,83.4,70.1,70.4,10.0,70.5
5.2,67.4,51.1,43.8,6.9,57.8
4.3,70.5,69.2,72.3,6.9,63.7
0.5,64.8,55.3,49.0,6.3,35.2
10.0,86.8,70.3,69.4,7.1,87.3
7.9,90.1,55.1,74.6,7.3,77.6
4.7,78.3,68.4,56.5,7.3,66.3
5.5,67.6,79.3,66.1,7.1,74.6
2.9,97.1,67.2,74.7,6.3,73.1
9.2,69.0,62.1,64.0,5.9,72.4
9.7,52.1,71.0,54.5,6.5,73.6
5.8,83.5,78.5,64.9,8.4,79.4
7.8,64.7,51.4,47.6,8.6,57.9
5.9,89.9,71.9,78.6,6.9,78.7
2.6,73.4,87.8,69.4,5.9,71.5
4.6,85.2,76.6,69.1,6.9,82.3
5.8,94.8,68.9,63.2,9.5,76.1
4.5,63.5,77.6,69.2,8.2,73.0
5.0,71.2,74.8,65.2,7.7,76.3
5.3,77.1,79.3,59.9,8.2,71.7
5.3,96.5,37.6,42.1,8.8,61.6
5.6,70.1,44.7,31.1,5.6,56.3
3.2,70.9,83.1,61.8,6.5,69.2
3.9,83.7,45.4,57.2,6.4,51.9
2.7,71.1,74.0,74.1,7.7,75.3
7.7,79.8,62.7,64.9,7.2,78.1
0.9,59.4,53.1,53.5,7.9,46.4
8.0,100.0,73.2,69.2,6.4,91.1
8.5,61.8,71.0,65.7,8.6,84.5
4.8,74.1,99.7,80.7,6.9,85.7
0.5,77.6,58.6,71.1,7.8,56.6
4.7,100.0,89.6,78.5,8.4,90.8
5.4,62.1,73.3,71.6,8.3,73.0
3.3,100.0,58.1,68.9,7.4,59.8
